Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Isle of Man,IMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.70270270270273,3.48837209302326,1.67553715750051,1.58976347421478,0.467557251908428,-0.617342577642716,-0.53516819571867,0.249807840122998,0.805060379528465,0.817645940292847
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.52551602118248,2.78063272879327,3.04136333226773,1.21999342274302,0.241047429826794,0.0387903996579146,-0.094016656915686,1.22653316645805,1.13748763600396,0.611246943765281
Jamaica,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.6105519975603,7.55585646580902,6.87397708674309,9.34150076569673,8.27407886231418,3.69154228855719,2.35102197485846,4.37839864991563,3.73663882152162,3.90510000865874
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.728243207517766,-0.272455616101245,-0.0440645104432608,0.335037912184772,2.75922671353253,0.795279630579784,-0.127258844489712,0.484199796126422,0.989094598021811,0.468776159383928
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.84551875852119,4.16244162927783,4.51522956670997,4.82462314269536,2.89947905006051,-0.876851359704029,-0.77843046305416,3.32389447576103,4.46231108475482,0.76151404726555
Kazakhstan,KAZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.40046356341392,8.452904661768,5.19568369035063,5.94283871648418,6.84944977003358,6.67828585615236,14.3610942386248,7.44266321306799,6.16366247577756,5.33356098916663
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,14.0224913014704,9.37777003547595,5.71749357037735,6.87815499275944,6.58215429284783,6.29724953814624,8.00564967709946,4.68980646776328,5.23963795764789
Kiribati,KIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-3.89955040651653,1.49740979875966,-3.04586292775568,-1.48805908468099,2.10398520925043,0.572015743634253,1.91731090233377,0.355520888546822,0.564030491493486,-1.81307995302948
"Korea, Dem. People's Rep.",PRK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.93928652655687,4.02596500436091,2.18707104433316,1.30134754547413,1.27477446401322,0.706331772455743,0.971685739912173,1.94433230786365,1.47583935002644,0.383000303608088
Kosovo,XKX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.48050763735844,7.33641771315268,2.47673782156537,1.76732428354884,0.428957808324131,-0.536929392740622,0.27316943104545,1.48823430592319,1.05379773654994,2.67599202639889
Kuwait,KWT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,4.83940349870949,3.25514600287216,2.68229684085034,2.90892672858624,3.27170166092134,3.19839776658376,2.17183298510004,0.543133148199583,1.09184802655853
Kyrgyz Republic,KGZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.96772225579685,16.6363262731496,2.76844236540956,6.61375202358081,7.53424729775886,6.50331838993382,0.388838296895841,3.1753098637994,1.5426614523843,1.13362257718806
Lao PDR,LAO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.98254521550086,7.56898856109974,4.25512677832095,6.37142717782939,4.12924306873774,1.27735427102992,1.59691227583207,0.825478607568033,2.04039266890203,3.32255881256922
Latvia,LVA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.08463595015159,4.37073559939224,2.2577892437459,-0.0294547782578812,0.620490636732384,0.174242243625212,0.140633334505294,2.9303631237467,2.53445424186594,2.81140920075619
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.98347941855834,4.97148571692384,6.58147447683681,4.82101956297394,1.85460421340912,-3.74914524799631,-0.783359624361525,4.32135218303191,6.07698907889611,3.00538949390382
Lesotho,LSO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.40524254598709,5.03663052101558,6.05143662139971,4.86511899496378,5.3702896100859,3.2184451365593,6.59650490696546,4.44769937376297,4.75180301624745,5.18708359197979
Liberia,LBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.28992796890218,8.48816751849402,6.83178703418543,7.57730681741402,9.86111285574906,7.74869687621319,8.83424868336489,12.4196323907138,23.5635148953742,26.9662760197878
Libya,LBY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,15.5184815317561,6.05980392156859,2.6058180271952,2.43294141599223,10.4022933588151,25.8538742124461,25.8036184788337,13.1702038536721,-2.16217883470595
Liechtenstein,LIE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.31921362055464,4.13027562645086,3.08998277055415,1.04747937065349,0.103758009433719,-0.884097405500606,0.905525075460343,3.72288862303706,2.69792779208392,2.33450937988028
Luxembourg,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.2736791162154,3.41068341068342,2.6628416550802,1.73403963519163,0.628543985440711,0.474743161437794,0.2908333333333,1.73079959118893,1.52819524307374,1.74332075653852
"Macao SAR, China",MAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.80947242060845,5.80624616691041,6.1073892833655,5.50057779178483,6.04823452094083,4.56056338028167,2.36895749705903,1.2281240405281,3.00446293166944,2.75193081051978
Madagascar,MDG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.24732173644116,9.48254048582995,5.71384434191048,5.82642944451986,6.08040811088295,7.40419174202131,6.03575858154679,8.60905075422951,8.59422958870479,5.61051441492363
Malawi,MWI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,7.6228226284852,21.271265001378,27.2833333333333,23.7920649469687,21.8673475542553,21.7111132136499,11.5433939188771,12.420178108921,9.3708360560567
Malaysia,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.62285235577035,3.17447092151308,1.66357102479208,2.10501231233613,3.14299050879097,2.10438980238356,2.09056659525741,3.87120115774237,0.884709160571202,0.662891865764397
Maldives,MDV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.14988536750175,11.2734146055937,10.8846956585631,3.80563000919426,2.12000175718132,0.953206658777646,0.502509413611629,2.81747338234509,-0.13337338611759,0.220029731065378
Mali,MLI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.9556439522939,5.32312847064055,-0.606736356351496,0.883814547137851,1.45069057605953,-1.79964707083378,1.75985742927157,0.299546507387863,-1.65826694846365
Malta,MLT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.51563513618533,2.96298528192878,2.37582057760382,1.18028436366551,0.31030647218172,1.10054826378928,0.642702771527302,1.36435448150708,1.15782362451512,1.64206001768947
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,5.68631959575957,4.90242727217992,4.12910173783396,3.53436856147326,3.25472688117632,1.4717104565,2.2542765193481,3.06735996058356,2.30009262117939
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.93236301369857,6.5224925486934,3.85216033315982,3.54329573934838,3.21769191994685,1.28654970760231,0.977675134719007,3.66699702675919,3.21605383144576,0.405655190309536
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.15672722680173,3.40737824605738,4.11150981070296,3.80639069747206,4.01861608078671,2.72064064964029,2.82170784747655,6.04145724018993,4.89935015356547,3.63596142127045
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.31370963136216,5.08259403890364,5.01850353045627,1.75232737350738,0.650284891768598,-0.298115837381087,-1.03746806405333,0.582253735254647,1.49840023593732,1.92385170787928
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.48385086350857,7.68725103356176,4.54633427355303,4.59787897363121,5.08878554625884,9.67624033101852,6.3593089803794,6.57022997455602,3.04505397337069,4.83778351428724
Monaco,MCO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.0462065881651,8.41121495327103,14.3303348325838,10.4906567588241,12.253980812976,5.73568281938325,0.733272227314403,4.30143105302339,6.82424790145522,7.30106953550727
Montenegro,MNE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,3.45014311248692,4.1452472498111,2.2058926814118,-0.710514051710221,1.54869158222486,-0.27138502338522,2.38023599053135,2.61122378263799,0.361563704540745
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.993557401226421,0.906924909691798,1.28712240079214,1.88065466724084,0.442310053557046,1.55790711346268,1.63531114327063,0.754663249323624,1.80391671141895,0.303386036590358
Mozambique,MOZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.4255421735156,11.1666056127874,2.6024545695662,4.26135250941966,2.55974875844295,3.55075967356746,17.4180418197597,15.1132073899384,3.91133439990731,2.80270307928108
Myanmar,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,5.02146014620726,1.46758322674677,5.64303883425512,4.95329918484384,9.45417189525994,6.92882525816125,4.57253655317506,6.87232865662918,8.82506696804562
Namibia,NAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.87491987643953,5.00559518081197,6.72199777334885,5.60092502290405,5.35016966859598,3.39401538410559,6.72858234593342,6.14579981111163,4.2915910533787,3.72239414422697
Nauru,NRU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,0.300300300300297,-0.124750499001996,..,..,..,..,..,..,..
Nepal,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.32650410745394,9.22707546125951,9.45980980357135,9.04016311917636,8.36415469659563,7.86890895590899,8.79034332004633,3.62709610696607,4.0611633875107,5.56868547784929
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.27530569556683,2.34107017751372,2.45554765291609,2.50689852657885,0.976035079699672,0.600248147278746,0.3166666666667,1.38145871407207,1.70349794744475,2.63369910249596
New Caledonia,NCL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.42899693753408,1.74967234600262,1.27761318992723,0.1788510607855,0.57050814104803,0.578317435521155,..,..,..
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.30202385958574,4.02790667392041,1.05991318445632,1.13442266445812,1.22750750597406,0.292704628136088,0.646240284454499,1.85078767452534,1.59829703801696,1.61963190184049
Nicaragua,NIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.45513425887423,8.08238798099103,7.19355053338954,7.13546785289406,6.03596861798429,3.99737996694396,3.52317317628478,3.85067166284727,4.94723728039881,5.37628990844127
Niger,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.94238514013314,0.455089820359304,2.29723114955315,-0.930287259984459,-0.576090369833122,1.65388922387806,2.79637318871282,2.9676036600445,-2.48979265070854
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.7400521363694,10.8261371880017,12.2242413020584,8.49551838265672,8.04741087967908,9.00943498007703,15.6968126387972,16.5022662139641,12.0951065173432,11.3964223378115
North Macedonia,MKD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.50997522027621,3.9047542206973,3.31605566687647,2.78500056726118,-0.281705032928494,-0.299920475631552,-0.23929078768441,1.35161889677442,1.45831298507117,0.766439573459716
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.41890639481001,1.28495158809154,0.696864111498301,2.12048620353118,2.0417028670721,2.17113665389527,3.55,1.87510059552554,2.76483134528787,2.16773003305404
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.25657959078626,4.04218867116391,2.94773495257211,1.05354820265931,1.01401483924157,0.0652901330286023,1.10920805807031,1.58909413567799,0.889312370970333,0.490815362820714
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.9388705634889,11.9160927116277,9.68235186055679,7.69215611899569,7.18938402847027,2.52932817254228,3.7651191635658,4.08537368032612,5.07805725868913,10.5783618004555
Palau,PLW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.44219017355169,4.67469879518073,3.61418047882138,3.35481004221284,4.19174548581257,0.949040643697096,-1.04230533415081,1.41798819666923,2.10970464135021,0.267379679144385
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.49128872618804,5.87580243678765,5.69819959165996,4.02715991571061,2.62652699929146,0.137492058461539,0.739734025300032,0.875585918759832,0.761578359399968,-0.355083821021219
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,4.44083401028974,4.53720508166969,4.96031746031746,5.22211720226843,5.99595778127105,6.67372881355932,5.42204568023833,4.37448921453165,3.92867290939596
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.65116279069767,8.25396825396826,3.67591897974496,2.68385738718587,5.02882767456759,3.12900274473927,4.08682280577241,3.60247741348943,3.97561015740694,2.75709727562778
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,3.36931095333853,3.61121294940168,2.76789666081998,3.41194579807468,3.39809194746301,3.55717663556283,2.99490045809443,1.50915423024742,2.25212191358024
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,4.71841704718414,3.02696391124798,2.58268766141799,3.59782343864207,0.674192536845415,1.25369880080983,2.85318772590943,5.3093466162771,2.39206534422405
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.58069370250543,4.23940149625938,3.56037151702789,0.991982606332409,0.0538213132399892,-0.874125874125848,-0.664767331433944,2.07593553673849,1.81295156542687,2.22747880938301
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.40257289895369,3.65301100430728,2.77333854051582,0.2744166666667,-0.278153367467495,0.487938623904796,0.607397074641636,1.36861411643479,0.99371568346828,0.338178410046057
Puerto Rico (US),PRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,1.13836623529203,2.31534853431664,3.22197756829285,3.3497208565953,1.81407723937758,2.67659170098194,0.394878914082963,0.255815382724384,-0.66664112486111
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.09141668601892,5.78925328815879,3.33492267693444,3.98471235548128,1.06830987684295,-0.594156437495146,-1.54479666813903,1.33902121104398,4.62548443137774,3.82785432599435
Russian Federation,RUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.84939230255025,8.44046485932569,5.07474300799148,6.75371026220948,7.82341183865507,15.5344050528404,7.04244762954794,3.68332944412233,2.87829723647885,4.47036660760176
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.246128693436924,3.08017069240263,10.2710182318876,5.92426867984847,2.35449052820362,2.52850284192419,7.17434301982013,8.27953672260832,-0.311210160390699,3.34787655037643
Samoa,WSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.777007268777691,5.23541591478431,2.04901883521159,0.610085720905058,-0.406816088424915,0.724470134874755,1.30471869303183,1.74989677484703,4.19745888663753,0.982326569888101
San Marino,SMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.89979584300121,2.82733224222588,1.60439298078072,1.11296303373857,0.145686073241017,0.644075340346542,1.01413313194516,1.16333522293151,0.472651967352905
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,14.3271667616801,10.6379353431628,8.10583270875473,6.9984994396642,5.24587835022454,5.43051966119157,5.69029619929019,7.86859628873909,7.72024525213249
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.33941623014107,5.82621886161563,2.86626976609009,3.52995515752938,2.23916590559671,1.20469388504568,2.06740778344411,-0.836410331520586,2.45719835917882,-2.0933490096655
Senegal,SEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.22868119673345,3.40322829786969,1.41822871177852,0.710245486695197,-1.09025507446892,0.13521193363519,0.837284942557429,1.31815314847783,0.460985642464248,1.7601115119294
Serbia,SRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.14255360247247,11.1373976342129,7.3303858959664,7.69426362896662,2.08244793880153,1.39235822000189,1.12231397417765,3.13106248590118,1.95984076293799,1.84922984511088
Seychelles,SYC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.40463875108223,2.55926772230949,7.11037062326405,4.33893848329103,1.3858345458126,4.0419441072562,-1.01548191697632,2.85679575568443,3.70291839111562,1.80709400809983
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.18566275668162,6.79138291952617,6.58776239392586,5.52412877994273,4.63931171409662,6.68943562498678,10.8860609413904,18.2215094003386,16.0295447693698,14.8049990906021
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.82884527612958,5.2511562463937,4.58084479423094,2.36439793742725,1.03316955857629,-0.521975611895757,-0.529809760375466,0.576763191180009,0.438784215129628,0.567829988405464
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,4.58475435650402,4.01518421081601,2.52864788538366,1.88675466275219,0.330027165141348,0.111682655737263,2.19201010963042,..,..
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.957018132975151,3.9192859914629,3.60610263522889,1.40047368963027,-0.0761653295419925,-0.325219777427695,-0.520010196278297,1.31194588223234,2.5140371288381,2.66456133425436
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.80117022137135,1.80285171941904,2.59741386039011,1.76920085881899,0.199343826570771,-0.525552285820832,-0.0549995416704661,1.42910743319303,1.73860861988179,1.63052260754342
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,-0.574469286359497,0.512485626268804,0.488686760261009,3.46147484973737,1.63485544012245
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.06749555950264,5.00085338795019,5.73797139141737,5.78016910069177,6.13282953059149,4.5186909489251,6.60290842394869,5.18618655524146,4.50987264867393,4.1028507546115
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.16962180301109,46.8521757193597,45.5258978371706,-0.0580909784225861,1.67429906295521,52.7663304192143,379.999585624026,187.851630279442,83.5015294922,87.2413641500032
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.79986457728772,3.19610188833784,2.44612782366812,1.40858109183014,-0.151114837527205,-0.50036570990325,-0.20259800042646,1.95607633363965,1.67498136863794,0.699518994458692
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,6.71676843588542,7.54291373239432,6.90845034828451,3.1790022823606,3.76836783062097,3.95888846593072,7.70413767850602,2.13503773713198,3.52839358231813
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.850878649795842,5.83516519570859,0.816089281562427,1.10698554000138,0.247865392364864,-2.30187563045608,-0.687037123294052,0.694916711613536,-1.03712214131572,-0.329562063663953
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.25034409180129,2.76940794144094,4.17763587102518,1.46856511035425,3.51695551369242,-0.983600952697011,-3.0782176567693,0.104262078958442,1.93561893150608,0.539087559191736
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.747109026311472,3.18603111552463,2.59844414147094,0.805127804267927,0.193858560794014,-1.73361194953954,-0.149641647633268,2.15333648840511,2.32414485367922,0.91306972532454
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.9776663898014,18.0966171221351,35.5590574147027,36.5223449139153,36.9066427863594,16.9095706050979,17.7502538311959,32.3516260968437,63.2925073455883,50.9940515002971
Suriname,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.94108221639996,17.7117796414558,5.00686319367274,1.92343604108309,3.38341272749477,6.89390359168241,55.4123879763195,21.9969430173304,..,..
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.15798802715628,2.96115073822142,0.888377506923639,-0.0442929701485751,-0.179638494114693,-0.046784744983309,0.984269244578052,1.79449904665588,1.95353530127028,1.78415097403837
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.688238707220029,0.231349207650933,-0.692552018105286,-0.217323155115691,-0.0132025387514989,-1.14390867228183,-0.434618664285838,0.533787839825897,0.936335464113563,0.362886179940615
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,4.75316388885629,36.7022953364139,40.0318378290723,10.9271141804297,38.4611429599733,47.7051615298924,18.0752696281771,0.940983843906781,13.4175653228571
Tajikistan,TJK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.44531440780655,12.4315490430408,5.83116601031449,5.00964645344951,6.10442765129666,5.71455949649708,6.00458082322155,..,..,..
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,12.6909694699163,16.0010938506338,7.87072364573955,6.13161432988011,5.58816952959303,5.17476629301494,5.31871605228926,3.49445848856184,3.46428057999023
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,3.80879058139633,3.01489950334988,2.18488618530681,1.89514181898785,-0.90042496329158,0.188149704448176,0.66563189313511,1.06389754183025,0.706728601314275
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,13.4998402385771,11.8003096701544,11.0849085109955,0.726275016139422,0.552796026277853,-1.33853876185165,0.557215537430361,2.63647201015897,0.958812739703131
Togo,TGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.44594517430866,3.56351472903955,2.57718174055851,1.82539475909158,0.190875076249796,2.58500390801596,1.28544847051411,-0.981889868943067,0.92775542645718,0.674652770077458
Tonga,TON,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.53491239189834,6.27075302995686,1.14753853706056,0.77562932236748,2.510876332537,-1.05399831971284,2.57815515245078,7.51706283551121,5.03209691984879,1.17954334821804
Trinidad and Tobago,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.5492003179988,5.10713289264558,9.26028137068291,5.19981740465612,5.68441814595663,4.66121598098264,3.07066742464025,1.88038440183529,1.01856930188824,1.00054293027233
Tunisia,TUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.33897963601068,3.24002842009531,4.6118443220664,5.31623531326692,4.62555099534026,4.437371273215,3.62939937384382,5.30884839565845,7.30759176031653,6.72007532863797
Turkiye,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.56644420552977,6.47187967115095,8.89156996512165,7.49309030547697,8.8545727136432,7.67085364845881,7.77513415328327,11.1443110840765,16.3324638988928,15.1768215720023
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,0.5005807431527,..,..,..,..,..,..,..,..
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,16.5643496174515,12.6790377224659,4.90520875694553,3.07570668958643,5.58968606251723,5.70637504616216,5.20971705914208,2.61601190952271,2.86758803446903
Ukraine,UKR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.37293105078978,7.95572466274651,0.568727971803845,-0.2389486260454,12.0718562874252,48.6998646434424,13.9127101997796,14.4383227488749,10.9518559353178,7.88671745611135
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.877983288285865,0.877346595685107,0.662268900269053,1.10111836375708,2.34626865671642,4.06996608361595,1.61748808904197,1.96682557818841,3.06863379251993,-1.93108114782171
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.49265472467066,3.85611244682819,2.57323479654526,2.29166666666667,1.45112016293279,0.36804684232537,1.00841736811403,2.55775577557753,2.29283990345937,1.73810460086515
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.6400434423899,3.156841568622,2.06933726526067,1.46483265562717,1.62222297740817,0.118627135552451,1.26158320570536,2.13011000365961,2.44258329692817,1.81221007526021
Uruguay,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.69870886978133,8.09283206302989,8.097765805736,8.57513504005399,8.87735333229825,8.66626987079334,9.63941347635079,6.21809382561856,7.60653360377048,7.88198870879619
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,13.7797446476602,13.2088026688373,11.8414333622049,9.28309356162694,8.75188196737505,8.13088669523601,13.8757425441635,17.5241796514055,14.5257359560686
Vanuatu,VUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.76269469477348,0.873793104781101,1.34740362877658,1.45893371757925,0.798863838096929,2.48326875660444,0.842069084035058,3.08452624403545,2.33096379566871,2.76252019386107
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,26.0902123160955,21.0689956331878,40.6394275161588,62.168649979483,121.738085297504,254.948534781815,..,..,..
Viet Nam,VNM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.20746648778415,18.6777322770707,9.09470339557193,6.59267475899189,4.08455446637623,0.63120090517572,2.66824816969081,3.52025688811621,3.53962805942638,2.79582367452249
Virgin Islands (U.S.),VIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.74915727597099,2.87724358495939,2.77908768282493,1.72439933626924,1.73298510037452,1.43161145810474,-0.219106604907344,0.212570934228876,-0.195107773730709,1.58018333639456
